name,link,price,price_currency,mileage,fuel_type,year,gearbox,horsepower,location,image_url,engine_capacity
Kia Ceed Cee'd 1.6 GDI Business Line,https://www.otomoto.pl/osobowe/oferta/kia-ceed-1-6gdi-135km-full-opcja-bi-xenon-pamiec-panorama-kamera-igla-ID6GB7Wi.html,40 900,PLN,167 000 km,Benzyna,2014 ,Manualna,135,Gościeradów Ukazowy (Lubelskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImxqNXY0ZW5hZDVwYzItT1RPTU9UT1BMIn0.bgd2J-L4ft5XkLYQF3YyU1FvE9jVdlcbaCbCFuQ6ack/image;s=320x240,1 591 cm3
Fiat Doblo 1.4 T-Jet 16V Lounge,https://www.otomoto.pl/osobowe/oferta/fiat-doblo-salon-polska-lounge-dlugi-1-4-turbo-klimatronic-ID6GC9uW.html,32 000,PLN,123 800 km,Benzyna,2017 ,Manualna,120,Nowy Sącz (Małopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imx6bTE1dzZqYXkxejItT1RPTU9UT1BMIn0.l_Aa3cmp5mQOQ9pR_BIifwDcs1yTFhNb7TX3DtXysoA/image;s=320x240,1 368 cm3
Porsche Cayenne GTS,https://www.otomoto.pl/osobowe/oferta/porsche-cayenne-cesja-porsche-cayenne-gts-440km-3-6-v6-ceramika-hamulce-chrono-pakiet-ID6FZ5Gu.html,239 850,PLN,115 000 km,Benzyna,2016 ,Automatyczna,440,Warszawa (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjJud2xzd2FxbXF0dTItT1RPTU9UT1BMIn0._7Nd9m3WjITMDhUtR7y_wOtSMI1xjgur6XzcP6zcZgo/image;s=320x240,3 604 cm3
Volkswagen Jetta,https://www.otomoto.pl/osobowe/oferta/volkswagen-jetta-stan-bdb-ID6GxkQA.html,27 500,PLN,190 993 km,Diesel,2011 ,Manualna,105,Imielin (Śląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ijk1aGxpbjZpM3B0dTEtT1RPTU9UT1BMIn0.k4e99tbOvf607kmcONqQOLV3LfM34WFu_gulxA86bMM/image;s=320x240,1 598 cm3
Volkswagen Passat 1.5 TSI EVO Comfortline DSG,https://www.otomoto.pl/osobowe/oferta/volkswagen-passat-benzyna-automat-gwarancja-vw-12mcy-ID6GB1hy.html,86 900,PLN,104 317 km,Benzyna,2019 ,Automatyczna,150,Radom (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImMxOHlrOGVud3c1eTEtT1RPTU9UT1BMIn0.WEB5KU8QrIMoMGfOL3O7g-JUkK9fcC4irQ3MFTEC-TY/image;s=320x240,1 498 cm3
Maserati Levante Q4,https://www.otomoto.pl/osobowe/oferta/maserati-levante-maserati-levante-2019-polift-piekna-konfiguracja-ID6Gp2Kz.html,185 900,PLN,44 500 km,Benzyna,2019 ,Automatyczna,350,Bydgoszcz (Kujawsko-pomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Iml2bGpuMTE4bnJ5MjMtT1RPTU9UT1BMIn0.mxvDZT2BdYBmUMSgRExsAX-x3KDtfd9ZENMj0amPHrk/image;s=320x240,2 979 cm3
Skoda Superb 2.0 TSI Ambition DSG,https://www.otomoto.pl/osobowe/oferta/skoda-superb-ID6GDbNM.html,102 000,PLN,111 690 km,Benzyna,2019 ,Automatyczna,190,Bydgoszcz (Kujawsko-pomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjJkZmp2NGpnZGVoZzEtT1RPTU9UT1BMIn0.C1eG-iukcSIPUlkj7RIQLdzvokb7WlFFbrpQ4UNl59Q/image;s=320x240,1 984 cm3
Volkswagen up! 1.0 move,https://www.otomoto.pl/osobowe/oferta/volkswagen-up-volkswagen-up-1-0-move-salon-polska-ID6GBOrL.html,37 900,PLN,32 200 km,Benzyna,2018 ,Manualna,60,Radom (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjVhbGJ0b2k5ZG9mODItT1RPTU9UT1BMIn0.KRKziP0h_d5LY0753NQ792BfdUBVMIfMph9Qi2nAJVE/image;s=320x240,999 cm3
Skoda Octavia 1.9 TDI Ambiente,https://www.otomoto.pl/osobowe/oferta/skoda-octavia-od-nowosci-w-rodzinie-dobrze-utrzymany-egzemplarz-ID6GC9BT.html,11 500,PLN,300 000 km,Diesel,2007 ,Manualna,105,Góra Kalwaria (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imd5ZGIwa3o5dDQwMDMtT1RPTU9UT1BMIn0.pxi7PLrEB6-FPTJcKy2gfyQ5E_rQoY0v5ZAfdTbknDY/image;s=320x240,1 896 cm3
Kia Stinger 2.2 CRDi GT Line,https://www.otomoto.pl/osobowe/oferta/kia-stinger-kia-stinger-2-2-crdi-gt-line-rwd-ID6GDdaq.html,125 000,PLN,124 266 km,Diesel,2019 ,Automatyczna,200,Fasty (Podlaskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im1zNnRoOG5hMmptbDItT1RPTU9UT1BMIn0.Mb_u--IZzom5bZQJgEM7Sfv2099aXlYl9MP2iTp_XpQ/image;s=320x240,2 199 cm3
Audi A6 2.0 TFSI Multitronic,https://www.otomoto.pl/osobowe/oferta/audi-a6-audi-a6-c7-maly-przebieg-70ty-kamera-cofania-ID6GDdcb.html,54 900,PLN,70 000 km,Benzyna,2012 ,Automatyczna,180,Stępin (Dolnośląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjZnM3d2eDZqbDhoYjItT1RPTU9UT1BMIn0.lG2rBqmfuAUDSfPJkwQnRihAhN5BW-Dp3hYnCm0IGU8/image;s=320x240,1 984 cm3
Ford Fiesta 1.3 Ambiente,https://www.otomoto.pl/osobowe/oferta/ford-fiesta-1-3-70km-benzyna-klimatyzacja-2005r-po-liftingu-ladny-stan-zadbany-ID6GC9yz.html,7 900,PLN,204 757 km,Benzyna,2005 ,Manualna,70,Leszno (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImFlb291emlxNHF2ejEtT1RPTU9UT1BMIn0.oNES1NygoVU604D2JS0PAifx9Iob_NYGg5tnZV0zjYE/image;s=320x240,1 299 cm3
Volvo XC 60,https://www.otomoto.pl/osobowe/oferta/volvo-xc-60-2-0d4-181km-automatbixenonleedradarpamiecel-klapa-ID6GzDFq.html,72 900,PLN,200 000 km,Diesel,2014 ,Automatyczna,181,Końskie (Świętokrzyskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjJ3Y2c0Y3A3ejBvYTItT1RPTU9UT1BMIn0.-0ZG02wCeSyXATLrWW5wp8WcCQg9urZpFL9oWPUTRG4/image;s=644x461,1 969 cm3
Tesla Model X Performance,https://www.otomoto.pl/osobowe/oferta/tesla-model-x-tesla-model-x-p100d-igla-okazja-ID6GyER7.html,209 000,PLN,96 000 km,Elektryczny,2018 ,Automatyczna,Tesla Model X P100D Igła Okazja,Warszawa (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImVuMWJqcGZlbjNsbS1PVE9NT1RPUEwifQ.m2hNPVxoM3wcgonb1znfgV72Eg1oyZWKNEOf7oD2REk/image;s=320x240,772 KM
Porsche Macan Standard,https://www.otomoto.pl/osobowe/oferta/porsche-macan-pierwszy-wlasciciel-kupiony-w-salonie-w-polsce-ID6GxTES.html,149 000,PLN,112 000 km,Benzyna,2016 ,Automatyczna,252,Gdynia (Pomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImF3NzFjdnFsbGIxMzMtT1RPTU9UT1BMIn0.sKaQE47KFVPwXOSLxZsNWstx_p1cIj5XIztp5fZr-f4/image;s=320x240,1 984 cm3
BMW Seria 1 118d M Sport,https://www.otomoto.pl/osobowe/oferta/bmw-seria-1-bmw-118d-m-sport-ID6GC9o2.html,52 900,PLN,203 000 km,Diesel,2015 ,Manualna,150,Paczkowo (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Iml6OXhraWR0emVzeS1PVE9NT1RPUEwifQ.WoIEVPto__UQk-06pXpvOA8s7tgpG80bLdl3kWZM2dM/image;s=320x240,1 995 cm3
Mercedes-Benz Klasa A 180 AMG Line 7G-DCT,https://www.otomoto.pl/osobowe/oferta/mercedes-benz-klasa-a-2021r-bezwypadkowy-z-polskiego-salonu-pierwszy-wlasciciel-fak-vat-23-ID6GvNIl.html,79 900,PLN,141 814 km,Benzyna,2020 ,Automatyczna,136,Bilcza (Świętokrzyskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImhkMnVsNWt3cGtqczEtT1RPTU9UT1BMIn0.xgJmpN4R0VDQsSlDEZYEV1ToykQzAXnGplmtY89v0yk/image;s=320x240,1 332 cm3
BMW Seria 3 320d xDrive Sport Line Shadow sport,https://www.otomoto.pl/osobowe/oferta/bmw-seria-3-2-0-d-190km-m-pakiet-xdrive-hud-webasto-acc-vat-23-ID6FVOpp.html,129 999,PLN,150 000 km,Diesel,2019 ,Automatyczna,190,Warszawa (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Implc3RqaHlrOXJoMDMtT1RPTU9UT1BMIn0.i8O3ug7JsnafjnSeJWZFQtk1aDyD2OxDThsFXMRyefo/image;s=320x240,1 995 cm3
Chevrolet Camaro,https://www.otomoto.pl/osobowe/oferta/chevrolet-camaro-chevrolet-camaro-3-6-v6-ID6GDddH.html,103 000,PLN,115 000 km,Benzyna,2017 ,Automatyczna,323,Katowice (Śląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImY3ZWJzM2NhaXZpNC1PVE9NT1RPUEwifQ.gx1g6E4sqLIxQvbdp0mCqwkXShJoYTOi6s0VPA9PNTU/image;s=320x240,3 600 cm3
Ford Mondeo 2.0 FF Titanium,https://www.otomoto.pl/osobowe/oferta/ford-mondeo-mondek-mk4-stan-bdb-niezawodny-ID6GC9yI.html,21 900,PLN,263 500 km,Benzyna,2009 ,Manualna,145,Ostrołęka (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InBldmdybDJ4YjFwNzMtT1RPTU9UT1BMIn0.UJUYj9CM-izYotXchOE_FV9Xilf03tAoxoPe-uoau8c/image;s=320x240,1 999 cm3
BMW X3,https://www.otomoto.pl/osobowe/oferta/bmw-x3-bmw-x3-limited-sport-edition-m-pakiet-wersja-e83-2009-rok-silnik-2-0-ID6Gvs55.html,34 000,PLN,198 330 km,Diesel,2009 ,Manualna,143,Glinianka (Podkarpackie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InBoM2Y1a2NjNGxkMjMtT1RPTU9UT1BMIn0.D5fBETlumpoeknyxqIZwUhUMd32464Uo5GzhTIr6R40/image;s=320x240,1 995 cm3
Volkswagen Passat Variant 2.0 TDI DPF R-Line Edition,https://www.otomoto.pl/osobowe/oferta/volkswagen-passat-2-0-tdi-r-line-2009r-cr-xenon-webasto-alufelgi-ID6GDddu.html,23 900,PLN,206 000 km,Diesel,2009 ,Manualna,110,Dębno (Zachodniopomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InZhZTF4emM3c2p6MzItT1RPTU9UT1BMIn0.44RuyqPbutJG3D2W_2QFFJ9JVQ-gbd1wGqDoLEetSJY/image;s=320x240,1 968 cm3
Opel Corsa 1.4 16V Satellite,https://www.otomoto.pl/osobowe/oferta/opel-corsa-1-4-16v-satelite-klimatronik-pdc-super-stan-ID6GCZdw.html,18 700,PLN,150 000 km,Benzyna,2011 ,Manualna,87,Świebodzin (Lubuskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InltNXkyeGdhNG00ZzMtT1RPTU9UT1BMIn0.6acY8558ItXvNf0-mU_7ixLCtYpoc8En-Fk_mYgcmE4/image;s=320x240,1 398 cm3
Skoda Octavia Combi 1.5 TSI ACT Style,https://www.otomoto.pl/osobowe/oferta/skoda-octavia-1-5-tsi-style-led-kamera-bezwypadkowa-ID6GC9yN.html,58 700,PLN,128 000 km,Benzyna,2018 ,Manualna,150,Zgorzelec (Dolnośląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjJ4aDlmbWlnYzNlaDMtT1RPTU9UT1BMIn0.EdGZMAcUgM1denO5knk11WdNpmgZzzZgCiK0-Hzm5mo/image;s=320x240,1 498 cm3
Peugeot 208 PureTech 100 EAT8 GT,https://www.otomoto.pl/osobowe/oferta/peugeot-208-gt-line-automat-benzyna-zarejestrowany-ID6GxbjH.html,61 900,PLN,74 000 km,Benzyna,2021 ,Automatyczna,101,Słupca (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imt3dHExYXd3aWY4ODEtT1RPTU9UT1BMIn0.O6Zi6NR5gZYOOQU9IKyri_yMMEwq3XlPLKckTCKhODg/image;s=320x240,1 199 cm3
Chevrolet Corvette,https://www.otomoto.pl/osobowe/oferta/chevrolet-corvette-corvette-c3-calkowicie-odrestaurowana-ID6FLS1i.html,110 000,PLN,84 700 km,Benzyna,1976 ,Manualna,180,Zambrów (Podlaskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImxnYnV5eDFtNWFnbTItT1RPTU9UT1BMIn0.ZQrRAOsrII4_1jWjkMFRoVvISg6SBppQNxIIDQp9qv0/image;s=320x240,5 700 cm3
BMW Seria 7 740d xDrive,https://www.otomoto.pl/osobowe/oferta/bmw-seria-7-bmw-740d-xdrive-ID6GnIKb.html,65 000,PLN,224 000 km,Diesel,2013 ,Automatyczna,313,Poznań (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ijhhb2t5am05NGdhMTItT1RPTU9UT1BMIn0.odoRwteIA3oPA0kL1lrQkSerWFisJQMx3OEDnknq1u0/image;s=320x240,2 993 cm3
Ford Ranger Raptor,https://www.otomoto.pl/osobowe/oferta/ford-ranger-raptor-fabrycznie-nowy-bez-przebiegu-fv-pelna-opcja-od-reki-ID6GyKtM.html,259 900,PLN,10 km,Diesel,2022 ,Automatyczna,213,Tarnów (Małopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InBucHN5ZDBsNDVkYS1PVE9NT1RPUEwifQ.Qi9hw09sLui0Ca3_35f62e9PVVgg_ePaq4rOT7fGni0/image;s=320x240,1 995 cm3
Alfa Romeo Mito 1.4 Junior EU6,https://www.otomoto.pl/osobowe/oferta/alfa-romeo-mito-zwykly-silnik-ID6GDdbv.html,8 500,PLN,117 000 km,Benzyna,2009 ,Manualna,78,Niedary (Małopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImF1ZmVmYXlqY3RwNTItT1RPTU9UT1BMIn0.h-qt3YAFWB2zz-8toC3vd8DOpd2kuFKl_sUn_22Vaho/image;s=320x240,1 368 cm3
Opel Corsa 1.0 12V,https://www.otomoto.pl/osobowe/oferta/opel-corsa-corsa-c-2005r-klima-137-000-km-krakow-ID6GDdbz.html,9 400,PLN,137 000 km,Benzyna,2005 ,Manualna,60,Kraków (Małopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImRjZWl4dHlxdm1sMzEtT1RPTU9UT1BMIn0.UT0virZQk23Nsp5Cma7dOHbfXdIwt_Wp2lKpvLTJwc4/image;s=320x240,998 cm3
Nissan Qashqai+2 1.6 dCi Tekna,https://www.otomoto.pl/osobowe/oferta/nissan-qashqai-2-navi-klimatronik-panorama-alu-kamera-cofania-z-niemiec-ID6GDdcB.html,29 999,PLN,152 000 km,Diesel,2012 ,Manualna,130,Gostyń (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImcyNWZ0eTlobzd3ZDMtT1RPTU9UT1BMIn0._hGnHzmUMTIrHdjN-qdEhjrwUZQ9ACqokV-0AZjxIFU/image;s=644x461,1 598 cm3
Lancia Delta 1600 i.e,https://www.otomoto.pl/osobowe/oferta/lancia-delta-lancia-delta-rewelacyjny-youngtimer-ID6GDdb9.html,23 500,PLN,222 000 km,Benzyna,1991 ,Manualna,75,Warszawa (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImptamQ0emhwc2YxbzItT1RPTU9UT1BMIn0._WPOm7ZPv1GwtpzswmLZTY8JNXpkudQf9VTn_dcvYI4/image;s=320x240,1 581 cm3
BMW Seria 5,https://www.otomoto.pl/osobowe/oferta/bmw-seria-5-ladne-bmw-e60-3-0d-ID6GDdaF.html,36 400,PLN,320 804 km,Diesel,2008 ,Automatyczna,235,Podlas (Łódzkie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Inc2Ynl3bWNpajF6YjEtT1RPTU9UT1BMIn0.-TAaF1DduQmJB1txzZ5oi64Xgv5gUNEoJl7lxi7ayAw/image;s=320x240,2 993 cm3
BMW Seria 3 320i Advantage,https://www.otomoto.pl/osobowe/oferta/bmw-seria-3-salon-pl-cyfrowe-zegary-android-carplay-indukcja-serwis-w-asofv23-ID6GBk46.html,127 800,PLN,73 200 km,Benzyna,2021 ,Automatyczna,184,Puszcza Mariańska (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im5wdGR1bTk1ZTd1dC1PVE9NT1RPUEwifQ.lBpxBeWF5VYPBdmCnL2q0TkNLmADpIYikmRegbnAj6Q/image;s=320x240,1 998 cm3
Citroën DS4 e-HDi 115 ETG6 Urban Show,https://www.otomoto.pl/osobowe/oferta/citroen-ds4-ID6GDdaB.html,33 200,PLN,145 000 km,Diesel,2013 ,Automatyczna,114,Warszawa (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImRyaHplZ2p5aWJicjEtT1RPTU9UT1BMIn0.mQPAwsNLzIur2hQ8UyI80ugczjMk9NdQSHYq1_gXXek/image;s=320x240,1 560 cm3
Seat Ateca 1.6 TDI Ecomotive Style S&S,https://www.otomoto.pl/osobowe/oferta/seat-ateca-pierwszy-wlasciciel-w-kraju-samochod-w-fabrycznym-lakierze-ID6GDdaW.html,72 000,PLN,207 000 km,Diesel,2019 ,Manualna,115,Warszawa (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjBvM2phMDcwb2E3aDItT1RPTU9UT1BMIn0.m7-QnwfLLwZO9Lr4FEbT3zGXK9aP9x8W5pgKcBJgvb8/image;s=320x240,1 598 cm3
Skoda Fabia 1.4 TDI Ambition,https://www.otomoto.pl/osobowe/oferta/skoda-fabia-skoda-fabia-1-4-tdi-ambition-salon-polska-ID6GwSeT.html,29 900,PLN,132 593 km,Diesel,2017 ,Manualna,105,Poznań (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImExNHJxaDYzbW9ycTItT1RPTU9UT1BMIn0.Sza8ek9ocrhn19_X8ohjnmUjxKWvK4u9kTwOdXHENb4/image;s=320x240,1 422 cm3
Opel Insignia,https://www.otomoto.pl/osobowe/oferta/opel-insignia-opel-insignia-grand-sport-ID6GqhnJ.html,80 000,PLN,79 000 km,Diesel,2017 ,Manualna,170,Sokołów (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InFqMmtrYXl2dmJpcDItT1RPTU9UT1BMIn0.wottUe2io-VB6Cfk2kA10Iual4Lqj7W8_f7cm0byUcA/image;s=320x240,1 956 cm3
Volkswagen Karmann Ghia,https://www.otomoto.pl/osobowe/oferta/volkswagen-karmann-ghia-ID6Gn7Tc.html,89 000,PLN,8 150 km,Benzyna,1971 ,Manualna,43,Kraków (Małopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imx5emhkMnNwMnIxaC1PVE9NT1RPUEwifQ.Q5uJn_mgc8-R7x0AlsLuEOUw0i1p_3iww9-Y9X2hsOE/image;s=320x240,1 300 cm3
Opel Corsa 1.2 Edition Business Pack S&S,https://www.otomoto.pl/osobowe/oferta/opel-corsa-okazja-full-led-kamera-1-2-turbo-navi-alu-ID6GC9uZ.html,47 500,PLN,80 000 km,Benzyna,2019 ,Manualna,100,Myszków (Śląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InJkaWY3d3lwMWNnMy1PVE9NT1RPUEwifQ.Q7r2X4f2nxBKVzPe8yZ-sunBvMJq_VFKUfranQYcv-w/image;s=320x240,1 199 cm3
Mazda 3 2.0 Skyenergy,https://www.otomoto.pl/osobowe/oferta/mazda-3-mazda-3-2-0-benzyna-2018-rok-ID6GC9uT.html,59 900,PLN,152 000 km,Benzyna,2018 ,Manualna,120,Mysłowice (Śląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImZocmxqdWl1eTBpZzItT1RPTU9UT1BMIn0.khRmjxRpJqBCpPIuX75v8vt4LvbmNCRKbbtL8j9MrRg/image;s=320x240,1 998 cm3
Kia XCeed 1.5 T-GDI M,https://www.otomoto.pl/osobowe/oferta/kia-xceed-kia-xceed-1-5-160km-pierwszy-wl-bezwypadkowy-niski-przebieg-ID6GDd8e.html,105 000,PLN,7 800 km,Benzyna,2021 ,Manualna,160,Katowice (Śląskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ijd4dHRybXE2Yzd6czEtT1RPTU9UT1BMIn0.fP82LNwDgOHGmxOBOlsCy7MRAeUL0C0kZwDJrA-jlQs/image;s=320x240,1 482 cm3
BMW Seria 5 530d Touring,https://www.otomoto.pl/osobowe/oferta/bmw-seria-5-bmw-e61-3-0d-ID6GDd83.html,29 900,PLN,345 000 km,Diesel,2007 ,Automatyczna,235,Glinianka (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Impyb25hb2ZoMWlqNDEtT1RPTU9UT1BMIn0.lb8_XOIg2TkZF1mXmhBbmZXXzJWV9u7PrqToOjvcK7U/image;s=320x240,2 993 cm3
Peugeot 308 BlueHDi FAP 150 Stop&Start GT-Line Edition,https://www.otomoto.pl/osobowe/oferta/peugeot-308-peugeot-308-2-0-t9-gt-line-150km-denon-manual-ID6GDcQM.html,49 000,PLN,166 000 km,Diesel,2017 ,Manualna,150,Krosno Odrzańskie (Lubuskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImtsYWh0MHUzOXp0eC1PVE9NT1RPUEwifQ.VA89dyIxTWFTAq3vD9vZM_fx53USj2Oky_qb5aIMsQE/image;s=320x240,1 997 cm3
Hyundai I30 1.4 CRDi Classic,https://www.otomoto.pl/osobowe/oferta/hyundai-i30-ID6GC9tB.html,36 900,PLN,148 226 km,Diesel,2014 ,Manualna,90,Rejowiec Fabryczny (Lubelskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InBvanNrMGlhMmlodS1PVE9NT1RPUEwifQ.BTauVnrC-RdEPxpClxiwCBwtAg9Fb25Xu1PfwkH-fCM/image;s=320x240,1 396 cm3
BMW Seria 3 320d xDrive Luxury Line,https://www.otomoto.pl/osobowe/oferta/bmw-seria-3-mhev-fv23-salon-polska-bezwypadkowy-ID6GC9in.html,129 998,PLN,118 000 km,Diesel,2021 ,Automatyczna,190,Szczecin (Zachodniopomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjFydGYzb2UwaWhrcTMtT1RPTU9UT1BMIn0.s3JDHpsoceCukya2WJbPf5K2KThSGJdmJSQ6JxOojyM/image;s=320x240,1 995 cm3
Honda CR-V 1.6i-DTEC Lifestyle Plus (Honda Connect+),https://www.otomoto.pl/osobowe/oferta/honda-cr-v-aero-panorama-skora-4x4-naped-diesel-salon-polska-ID6GC8nB.html,69 999,PLN,171 000 km,Diesel,2016 ,Manualna,160,Gdynia (Pomorskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjBhNjdkenBkOTE2MDItT1RPTU9UT1BMIn0.CXwNBhOiQ-J3clgQl5hJO9E95YXCAncefrt-hwjehYw/image;s=320x240,1 597 cm3
Ford Mondeo 2.2 TDCi Titanium X,https://www.otomoto.pl/osobowe/oferta/ford-mondeo-ford-mondeo-titanium-kombi-2-2-tdci-ID6GC9pC.html,9 440,PLN,203 000 km,Diesel,2006 ,Manualna,155,Warszawa (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imptb2RxZHJpZjJzZjItT1RPTU9UT1BMIn0.cfA2wvU-cKsa4z39gOAWfj7M-ebx4W-oiq-_mQ7pG2E/image;s=320x240,2 198 cm3
BMW X1 sDrive16d,https://www.otomoto.pl/osobowe/oferta/bmw-x1-2018r-automat-led-oplacona-ID6GDd0K.html,69 900,PLN,150 400 km,Diesel,2018 ,Automatyczna,116,Konin (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjdkbXc5bjZ2bWJ3YTEtT1RPTU9UT1BMIn0.PGUG_YyjtnkRxr63XY-NF3yCnuqvV9CNVkvy_yWjpvE/image;s=320x240,1 496 cm3
Audi A6 3.0 TDI Quattro,https://www.otomoto.pl/osobowe/oferta/audi-a6-lift-3-0-tdi-manual-quattro-ladna-z-niemiec-oplacona-ID6GDd8k.html,28 999,PLN,252 000 km,Diesel,2008 ,Manualna,240,Gostyń (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InNwcWpwODA1czBicDEtT1RPTU9UT1BMIn0.O-3BeNW0Onr4lZQah0_xj1hT7EcDZ2uRjKaePZZsY1A/image;s=644x461,2 967 cm3
Porsche Boxster,https://www.otomoto.pl/osobowe/oferta/porsche-boxster-porsche-986-boxster-s-2003r-lift-93tys-km-zarejestrowany-stan-bdb-ID6GDd7m.html,76 000,PLN,93 000 km,Benzyna,2003 ,Automatyczna,260,Warszawa (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjN6bXRjd3liMHQ0ZzEtT1RPTU9UT1BMIn0.V7tb5QJcluQQoHMZcfyRk_9qtCmM-jw1MUlKL2Z-gCU/image;s=320x240,3 179 cm3
Toyota GR86 Automatik,https://www.otomoto.pl/osobowe/oferta/toyota-gr86-toyota-gr-86-jak-nowa-ID6GDd6D.html,149 000,PLN,6 100 km,Benzyna,2023 ,Automatyczna,235,Zduńska Wola (Łódzkie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imo5ZDlmb2I3cHBmcjEtT1RPTU9UT1BMIn0.EW4p_x6Z05bErictl0No3lHpWAXNke9iA1uldfmqc4s/image;s=320x240,2 387 cm3
Opel Insignia 2.0 CDTI Cosmo,https://www.otomoto.pl/osobowe/oferta/opel-insignia-drugi-wlasciciel-bezwypadkowy-zimowe-opony-ID6GDd2r.html,29 500,PLN,220 000 km,Diesel,2013 ,Manualna,160,Skórzewo (Wielkopolskie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InR2cjc4aHEzaG0zODItT1RPTU9UT1BMIn0.RbeFsiohoKoW2JNsC-mQmKrdIYvf8MN7Kk24ZZCaVu8/image;s=320x240,1 956 cm3
Ford Focus 1.0 EcoBoost Trend Edition Business,https://www.otomoto.pl/osobowe/oferta/ford-focus-ford-focus-2019-faktura-vat-23-salon-polska-pierwszy-wlasciciel-ID6GC9oc.html,49 900,PLN,127 849 km,Benzyna,2018 ,Manualna,100,Warszawa (Mazowieckie),https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im9jczZxMDZ6bmIwbS1PVE9NT1RPUEwifQ.oob9uNfp_O8e1D4pxB6slCZwiSfhfVR-WwR25hvaMh4/image;s=320x240,999 cm3
